kappa,k,q,V,m_star,k_minus_m,lhs_value,threshold,assumption_holds
0.8,10,0.85,100.0,10.0,0.0,-0.0,-1.0,False
0.8,10,0.875,100.0,10.0,0.0,-0.0,-1.0,False
0.8,10,0.8999999999999999,100.0,10.0,0.0,-0.0,-1.0,False
0.8,10,0.9249999999999999,100.0,9.05,0.9499999999999993,-0.07406346439622628,-1.0,False
0.8,10,0.95,100.0,4.95,5.05,-0.2590311366571304,-1.0,False
0.8,11,0.7,100.0,11.0,0.0,-0.0,-1.0,False
0.8,11,0.725,100.0,11.0,0.0,-0.0,-1.0,False
0.8,11,0.75,100.0,11.0,0.0,-0.0,-1.0,False
0.8,11,0.7749999999999999,100.0,11.0,0.0,-0.0,-1.0,False
0.8,11,0.7999999999999999,100.0,11.0,0.0,-0.0,-1.0,False
0.8,11,0.825,100.0,11.0,0.0,-0.0,-1.0,False
0.8,11,0.85,100.0,11.0,0.0,-0.0,-1.0,False
0.8,11,0.875,100.0,11.0,0.0,-0.0,-1.0,False
0.8,11,0.8999999999999999,100.0,11.0,0.0,-0.0,-1.0,False
0.8,11,0.9249999999999999,100.0,7.303999999999999,3.6960000000000006,-0.28814585727205533,-1.0,False
0.8,11,0.95,100.0,4.62,6.38,-0.3272512181925727,-1.0,False
0.8,12,0.7,100.0,12.0,0.0,-0.0,-1.0,False
0.8,12,0.725,100.0,12.0,0.0,-0.0,-1.0,False
0.8,12,0.75,100.0,12.0,0.0,-0.0,-1.0,False
0.8,12,0.7749999999999999,100.0,12.0,0.0,-0.0,-1.0,False
0.8,12,0.7999999999999999,100.0,12.0,0.0,-0.0,-1.0,False
0.8,12,0.825,100.0,12.0,0.0,-0.0,-1.0,False
0.8,12,0.85,100.0,12.0,0.0,-0.0,-1.0,False
0.8,12,0.875,100.0,12.0,0.0,-0.0,-1.0,False
0.8,12,0.8999999999999999,100.0,12.0,0.0,-0.0,-1.0,False
0.8,12,0.9249999999999999,100.0,6.204,5.796,-0.45186509435845035,-1.0,False
0.8,12,0.95,100.0,4.32,7.68,-0.3939325008963884,-1.0,False
0.8,13,0.7,100.0,13.0,0.0,-0.0,-1.0,False
0.8,13,0.725,100.0,13.0,0.0,-0.0,-1.0,False
0.8,13,0.75,100.0,13.0,0.0,-0.0,-1.0,False
0.8,13,0.7749999999999999,100.0,13.0,0.0,-0.0,-1.0,False
0.8,13,0.7999999999999999,100.0,13.0,0.0,-0.0,-1.0,False
0.8,13,0.825,100.0,13.0,0.0,-0.0,-1.0,False
0.8,13,0.85,100.0,13.0,0.0,-0.0,-1.0,False
0.8,13,0.875,100.0,13.0,0.0,-0.0,-1.0,False
0.8,13,0.8999999999999999,100.0,6.994,6.006,-0.6327952570409054,-1.0,False
0.8,13,0.9249999999999999,100.0,5.382,7.618,-0.5939110229162655,-1.0,False
0.8,13,0.95,100.0,4.056,8.943999999999999,-0.4587672250022523,-1.0,False
0.8,14,0.7,100.0,14.0,0.0,-0.0,-1.0,False
0.8,14,0.725,100.0,14.0,0.0,-0.0,-1.0,False
0.8,14,0.75,100.0,14.0,0.0,-0.0,-1.0,False
0.8,14,0.7749999999999999,100.0,14.0,0.0,-0.0,-1.0,False
0.8,14,0.7999999999999999,100.0,14.0,0.0,-0.0,-1.0,False
0.8,14,0.825,100.0,14.0,0.0,-0.0,-1.0,False
0.8,14,0.85,100.0,14.0,0.0,-0.0,-1.0,False
0.8,14,0.875,100.0,14.0,0.0,-0.0,-1.0,False
0.8,14,0.8999999999999999,100.0,5.222,8.777999999999999,-0.9248546064444001,-1.0,False
0.8,14,0.9249999999999999,100.0,4.732,9.268,-0.7225475663412902,-1.0,False
0.8,14,0.95,100.0,3.794,10.206,-0.5234993625193411,-1.0,False
0.8,15,0.7,100.0,15.0,0.0,-0.0,-1.0,False
0.8,15,0.725,100.0,15.0,0.0,-0.0,-1.0,False
0.8,15,0.75,100.0,15.0,0.0,-0.0,-1.0,False
0.8,15,0.7749999999999999,100.0,15.0,0.0,-0.0,-1.0,False
0.8,15,0.7999999999999999,100.0,15.0,0.0,-0.0,-1.0,False
0.8,15,0.825,100.0,15.0,0.0,-0.0,-1.0,False
0.8,15,0.85,100.0,2.79,12.21,-1.9843561291678322,-1.0,True
0.8,15,0.875,100.0,3.69,11.31,-1.5102400505833509,-1.0,True
0.8,15,0.8999999999999999,100.0,4.245,10.754999999999999,-1.1331523458999229,-1.0,True
0.8,15,0.9249999999999999,100.0,4.2,10.8,-0.841984647872889,-1.0,False
0.8,15,0.95,100.0,3.57,11.43,-0.5862823548497031,-1.0,False
1.0,5,0.7,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.725,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.75,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.7749999999999999,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.7999999999999999,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.825,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.85,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.875,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.8999999999999999,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.9249999999999999,100.0,5.0,0.0,-0.0,-1.0,False
1.0,5,0.95,100.0,5.0,0.0,-0.0,-1.0,False
1.0,6,0.7,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.725,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.75,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.7749999999999999,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.7999999999999999,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.825,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.85,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.875,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.8999999999999999,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.9249999999999999,100.0,6.0,0.0,-0.0,-1.0,False
1.0,6,0.95,100.0,4.83,1.17,-0.06001315443343417,-1.0,False
1.0,7,0.7,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.725,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.75,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.7749999999999999,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.7999999999999999,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.825,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.85,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.875,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.8999999999999999,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.9249999999999999,100.0,7.0,0.0,-0.0,-1.0,False
1.0,7,0.95,100.0,4.515,2.4850000000000003,-0.1274638365530632,-1.0,False
1.0,8,0.7,100.0,8.0,0.0,-0.0,-1.0,False
1.0,8,0.725,100.0,8.0,0.0,-0.0,-1.0,False
1.0,8,0.75,100.0,8.0,0.0,-0.0,-1.0,False
1.0,8,0.7749999999999999,100.0,8.0,0.0,-0.0,-1.0,False
1.0,8,0.7999999999999999,100.0,8.0,0.0,-0.0,-1.0,False
1.0,8,0.825,100.0,8.0,0.0,-0.0,-1.0,False
1.0,8,0.85,100.0,8.0,0.0,-0.0,-1.0,False
1.0,8,0.875,100.0,8.0,0.0,-0.0,-1.0,False
1.0,8,0.8999999999999999,100.0,8.0,0.0,-0.0,-1.0,False
1.0,8,0.9249999999999999,100.0,7.496,0.5039999999999996,-0.03929261690073478,-1.0,False
1.0,8,0.95,100.0,4.224,3.776,-0.19368347960739096,-1.0,False
1.0,9,0.7,100.0,9.0,0.0,-0.0,-1.0,False
1.0,9,0.725,100.0,9.0,0.0,-0.0,-1.0,False
1.0,9,0.75,100.0,9.0,0.0,-0.0,-1.0,False
1.0,9,0.7749999999999999,100.0,9.0,0.0,-0.0,-1.0,False
1.0,9,0.7999999999999999,100.0,9.0,0.0,-0.0,-1.0,False
1.0,9,0.825,100.0,9.0,0.0,-0.0,-1.0,False
1.0,9,0.85,100.0,9.0,0.0,-0.0,-1.0,False
1.0,9,0.875,100.0,9.0,0.0,-0.0,-1.0,False
1.0,9,0.8999999999999999,100.0,9.0,0.0,-0.0,-1.0,False
1.0,9,0.9249999999999999,100.0,6.335999999999999,2.6640000000000006,-0.20768954647531263,-1.0,False
1.0,9,0.95,100.0,3.9599999999999995,5.040000000000001,-0.25851820371325496,-1.0,False
1.0,10,0.7,100.0,10.0,0.0,-0.0,-1.0,False
1.0,10,0.725,100.0,10.0,0.0,-0.0,-1.0,False
1.0,10,0.75,100.0,10.0,0.0,-0.0,-1.0,False
1.0,10,0.7749999999999999,100.0,10.0,0.0,-0.0,-1.0,False
1.0,10,0.7999999999999999,100.0,10.0,0.0,-0.0,-1.0,False
1.0,10,0.825,100.0,10.0,0.0,-0.0,-1.0,False
1.0,10,0.85,100.0,10.0,0.0,-0.0,-1.0,False
1.0,10,0.875,100.0,10.0,0.0,-0.0,-1.0,False
1.0,10,0.8999999999999999,100.0,10.0,0.0,-0.0,-1.0,False
1.0,10,0.9249999999999999,100.0,5.48,4.52,-0.3523861674430979,-1.0,False
1.0,10,0.95,100.0,3.72,6.279999999999999,-0.3221218887538176,-1.0,False
1.0,11,0.7,100.0,11.0,0.0,-0.0,-1.0,False
1.0,11,0.725,100.0,11.0,0.0,-0.0,-1.0,False
1.0,11,0.75,100.0,11.0,0.0,-0.0,-1.0,False
1.0,11,0.7749999999999999,100.0,11.0,0.0,-0.0,-1.0,False
1.0,11,0.7999999999999999,100.0,11.0,0.0,-0.0,-1.0,False
1.0,11,0.825,100.0,11.0,0.0,-0.0,-1.0,False
1.0,11,0.85,100.0,11.0,0.0,-0.0,-1.0,False
1.0,11,0.875,100.0,11.0,0.0,-0.0,-1.0,False
1.0,11,0.8999999999999999,100.0,6.688,4.312,-0.4543145435165475,-1.0,False
1.0,11,0.9249999999999999,100.0,4.818,6.182,-0.4819582493657592,-1.0,False
1.0,11,0.95,100.0,3.4869999999999997,7.513,-0.3853665207336675,-1.0,False
1.0,12,0.7,100.0,12.0,0.0,-0.0,-1.0,False
1.0,12,0.725,100.0,12.0,0.0,-0.0,-1.0,False
1.0,12,0.75,100.0,12.0,0.0,-0.0,-1.0,False
1.0,12,0.7749999999999999,100.0,12.0,0.0,-0.0,-1.0,False
1.0,12,0.7999999999999999,100.0,12.0,0.0,-0.0,-1.0,False
1.0,12,0.825,100.0,12.0,0.0,-0.0,-1.0,False
1.0,12,0.85,100.0,12.0,0.0,-0.0,-1.0,False
1.0,12,0.875,100.0,12.0,0.0,-0.0,-1.0,False
1.0,12,0.8999999999999999,100.0,5.088,6.912,-0.7282518842268961,-1.0,False
1.0,12,0.9249999999999999,100.0,4.26,7.74,-0.6034223309755704,-1.0,False
1.0,12,0.95,100.0,3.2760000000000002,8.724,-0.44748270023699127,-1.0,False
1.0,13,0.7,100.0,13.0,0.0,-0.0,-1.0,False
1.0,13,0.725,100.0,13.0,0.0,-0.0,-1.0,False
1.0,13,0.75,100.0,13.0,0.0,-0.0,-1.0,False
1.0,13,0.7749999999999999,100.0,13.0,0.0,-0.0,-1.0,False
1.0,13,0.7999999999999999,100.0,13.0,0.0,-0.0,-1.0,False
1.0,13,0.825,100.0,13.0,0.0,-0.0,-1.0,False
1.0,13,0.85,100.0,13.0,0.0,-0.0,-1.0,False
1.0,13,0.875,100.0,4.03,8.969999999999999,-1.1977765918419678,-1.0,True
1.0,13,0.8999999999999999,100.0,4.147,8.853,-0.9327566451187371,-1.0,False
1.0,13,0.9249999999999999,100.0,3.8089999999999997,9.191,-0.7165445276481224,-1.0,False
1.0,13,0.95,100.0,3.081,9.919,-0.5087781870301142,-1.0,False
1.0,14,0.7,100.0,14.0,0.0,-0.0,-1.0,False
1.0,14,0.725,100.0,14.0,0.0,-0.0,-1.0,False
1.0,14,0.75,100.0,14.0,0.0,-0.0,-1.0,False
1.0,14,0.7749999999999999,100.0,0.91,13.09,-3.336539547640863,-1.0,True
1.0,14,0.7999999999999999,100.0,1.316,12.684,-2.8303528048694377,-1.0,True
1.0,14,0.825,100.0,1.862,12.138,-2.3350100329548225,-1.0,True
1.0,14,0.85,100.0,2.5060000000000002,11.494,-1.8679925756474252,-1.0,True
1.0,14,0.875,100.0,3.122,10.878,-1.4525544889695572,-1.0,True
1.0,14,0.8999999999999999,100.0,3.472,10.528,-1.1092355088455965,-1.0,True
1.0,14,0.9249999999999999,100.0,3.416,10.584,-0.825144954915431,-1.0,False
1.0,14,0.95,100.0,2.898,11.102,-0.5694581542905865,-1.0,False
1.0,15,0.7,100.0,0.18,14.82,-5.285922669172015,-1.0,True
1.0,15,0.725,100.0,0.285,14.715,-4.732103029035608,-1.0,True
1.0,15,0.75,100.0,0.435,14.565,-4.190089385260189,-1.0,True
1.0,15,0.7749999999999999,100.0,0.6599999999999999,14.34,-3.6551548596768506,-1.0,True
1.0,15,0.7999999999999999,100.0,0.975,14.025,-3.1295883071817934,-1.0,True
1.0,15,0.825,100.0,1.41,13.59,-2.6143340210789288,-1.0,True
1.0,15,0.85,100.0,1.95,13.05,-2.120872029945963,-1.0,True
1.0,15,0.875,100.0,2.52,12.48,-1.6664717799540425,-1.0,True
1.0,15,0.8999999999999999,100.0,2.9699999999999998,12.030000000000001,-1.2674870033636518,-1.0,True
1.0,15,0.9249999999999999,100.0,3.0749999999999997,11.925,-0.9296913820263148,-1.0,False
1.0,15,0.95,100.0,2.73,12.27,-0.6293687221352455,-1.0,False
2.0,5,0.7,100.0,5.0,0.0,-0.0,-1.0,False
2.0,5,0.725,100.0,5.0,0.0,-0.0,-1.0,False
2.0,5,0.75,100.0,5.0,0.0,-0.0,-1.0,False
2.0,5,0.7749999999999999,100.0,5.0,0.0,-0.0,-1.0,False
2.0,5,0.7999999999999999,100.0,5.0,0.0,-0.0,-1.0,False
2.0,5,0.825,100.0,5.0,0.0,-0.0,-1.0,False
2.0,5,0.85,100.0,5.0,0.0,-0.0,-1.0,False
2.0,5,0.875,100.0,5.0,0.0,-0.0,-1.0,False
2.0,5,0.8999999999999999,100.0,5.0,0.0,-0.0,-1.0,False
2.0,5,0.9249999999999999,100.0,3.455,1.545,-0.12045058157070493,-1.0,False
2.0,5,0.95,100.0,2.225,2.775,-0.14233889192545285,-1.0,False
2.0,6,0.7,100.0,6.0,0.0,-0.0,-1.0,False
2.0,6,0.725,100.0,6.0,0.0,-0.0,-1.0,False
2.0,6,0.75,100.0,6.0,0.0,-0.0,-1.0,False
2.0,6,0.7749999999999999,100.0,6.0,0.0,-0.0,-1.0,False
2.0,6,0.7999999999999999,100.0,6.0,0.0,-0.0,-1.0,False
2.0,6,0.825,100.0,6.0,0.0,-0.0,-1.0,False
2.0,6,0.85,100.0,6.0,0.0,-0.0,-1.0,False
2.0,6,0.875,100.0,6.0,0.0,-0.0,-1.0,False
2.0,6,0.8999999999999999,100.0,4.494,1.5060000000000002,-0.1586729365806866,-1.0,False
2.0,6,0.9249999999999999,100.0,3.114,2.886,-0.22499700868158864,-1.0,False
2.0,6,0.95,100.0,2.1,3.9,-0.20004384811144724,-1.0,False
2.0,7,0.7,100.0,7.0,0.0,-0.0,-1.0,False
2.0,7,0.725,100.0,7.0,0.0,-0.0,-1.0,False
2.0,7,0.75,100.0,7.0,0.0,-0.0,-1.0,False
2.0,7,0.7749999999999999,100.0,7.0,0.0,-0.0,-1.0,False
2.0,7,0.7999999999999999,100.0,7.0,0.0,-0.0,-1.0,False
2.0,7,0.825,100.0,7.0,0.0,-0.0,-1.0,False
2.0,7,0.85,100.0,7.0,0.0,-0.0,-1.0,False
2.0,7,0.875,100.0,5.369,1.6310000000000002,-0.21778970137059644,-1.0,False
2.0,7,0.8999999999999999,100.0,3.731,3.269,-0.34442352568543455,-1.0,False
2.0,7,0.9249999999999999,100.0,2.814,4.186,-0.32634701259221416,-1.0,False
2.0,7,0.95,100.0,1.981,5.019,-0.2574410445311164,-1.0,False
2.0,8,0.7,100.0,8.0,0.0,-0.0,-1.0,False
2.0,8,0.725,100.0,8.0,0.0,-0.0,-1.0,False
2.0,8,0.75,100.0,8.0,0.0,-0.0,-1.0,False
2.0,8,0.7749999999999999,100.0,8.0,0.0,-0.0,-1.0,False
2.0,8,0.7999999999999999,100.0,8.0,0.0,-0.0,-1.0,False
2.0,8,0.825,100.0,8.0,0.0,-0.0,-1.0,False
2.0,8,0.85,100.0,4.952,3.048,-0.495357697109218,-1.0,False
2.0,8,0.875,100.0,3.8240000000000003,4.176,-0.5576270956000066,-1.0,False
2.0,8,0.8999999999999999,100.0,3.168,4.832,-0.5091020116586171,-1.0,False
2.0,8,0.9249999999999999,100.0,2.552,5.448,-0.42473447792699065,-1.0,False
2.0,8,0.95,100.0,1.872,6.128,-0.31432530800690994,-1.0,False
2.0,9,0.7,100.0,9.0,0.0,-0.0,-1.0,False
2.0,9,0.725,100.0,9.0,0.0,-0.0,-1.0,False
2.0,9,0.75,100.0,9.0,0.0,-0.0,-1.0,False
2.0,9,0.7749999999999999,100.0,9.0,0.0,-0.0,-1.0,False
2.0,9,0.7999999999999999,100.0,9.0,0.0,-0.0,-1.0,False
2.0,9,0.825,100.0,3.078,5.922000000000001,-1.1392263482582354,-1.0,True
2.0,9,0.85,100.0,3.1319999999999997,5.868,-0.9536610782929434,-1.0,False
2.0,9,0.875,100.0,2.997,6.003,-0.8015889499250094,-1.0,False
2.0,9,0.8999999999999999,100.0,2.718,6.282,-0.6618747593624655,-1.0,False
2.0,9,0.9249999999999999,100.0,2.3129999999999997,6.687,-0.5213288278079637,-1.0,False
2.0,9,0.95,100.0,1.773,7.227,-0.37069663853882806,-1.0,False
2.0,10,0.7,100.0,0.63,9.37,-3.3420442247059228,-1.0,True
2.0,10,0.725,100.0,0.85,9.15,-2.9424901607662806,-1.0,True
2.0,10,0.75,100.0,1.12,8.879999999999999,-2.554616803371814,-1.0,True
2.0,10,0.7749999999999999,100.0,1.44,8.56,-2.1818776568224436,-1.0,True
2.0,10,0.7999999999999999,100.0,1.78,8.22,-1.8342399918028052,-1.0,True
2.0,10,0.825,100.0,2.11,7.890000000000001,-1.517814232988429,-1.0,True
2.0,10,0.85,100.0,2.34,7.66,-1.2448949999529562,-1.0,True
2.0,10,0.875,100.0,2.43,7.57,-1.0108326421676364,-1.0,True
2.0,10,0.8999999999999999,100.0,2.35,7.65,-0.806007944782372,-1.0,False
2.0,10,0.9249999999999999,100.0,2.11,7.890000000000001,-0.6151165621960272,-1.0,False
2.0,10,0.95,100.0,1.67,8.33,-0.4272731422482963,-1.0,False
2.0,11,0.7,100.0,0.407,10.593,-3.7782576811429927,-1.0,True
2.0,11,0.725,100.0,0.5609999999999999,10.439,-3.3570114522665793,-1.0,True
2.0,11,0.75,100.0,0.759,10.241,-2.946152103978688,-1.0,True
2.0,11,0.7749999999999999,100.0,0.99,10.01,-2.5514714187841894,-1.0,True
2.0,11,0.7999999999999999,100.0,1.276,9.724,-2.1698478929793765,-1.0,True
2.0,11,0.825,100.0,1.5619999999999998,9.438,-1.8156059228066912,-1.0,True
2.0,11,0.85,100.0,1.8259999999999998,9.174,-1.4909486592125871,-1.0,True
2.0,11,0.875,100.0,2.013,8.987,-1.200046625516585,-1.0,True
2.0,11,0.8999999999999999,100.0,2.057,8.943,-0.9422390915279415,-1.0,False
2.0,11,0.9249999999999999,100.0,1.9249999999999998,9.075,-0.7075009888376357,-1.0,False
2.0,11,0.95,100.0,1.5839999999999999,9.416,-0.48297765995317626,-1.0,False
2.0,12,0.7,100.0,0.276,11.724,-4.181657042737699,-1.0,True
2.0,12,0.725,100.0,0.384,11.616,-3.735515377864602,-1.0,True
2.0,12,0.75,100.0,0.528,11.472,-3.30028873516683,-1.0,True
2.0,12,0.7749999999999999,100.0,0.72,11.28,-2.8751845758127526,-1.0,True
2.0,12,0.7999999999999999,100.0,0.9480000000000001,11.052,-2.466182529124647,-1.0,True
2.0,12,0.825,100.0,1.2,10.8,-2.0776164405925264,-1.0,True
2.0,12,0.85,100.0,1.464,10.536,-1.7122994411885566,-1.0,True
2.0,12,0.875,100.0,1.68,10.32,-1.3780439718850734,-1.0,True
2.0,12,0.8999999999999999,100.0,1.8,10.2,-1.0746772597098293,-1.0,True
2.0,12,0.9249999999999999,100.0,1.752,10.248,-0.7989498769816078,-1.0,False
2.0,12,0.95,100.0,1.5,10.5,-0.5385795910692811,-1.0,False
2.0,13,0.7,100.0,0.182,12.818,-4.571859431406672,-1.0,True
2.0,13,0.725,100.0,0.27299999999999996,12.727,-4.092794784270213,-1.0,True
2.0,13,0.75,100.0,0.377,12.623,-3.63141080055883,-1.0,True
2.0,13,0.7749999999999999,100.0,0.533,12.467,-3.177741676122127,-1.0,True
2.0,13,0.7999999999999999,100.0,0.715,12.285,-2.741318527895068,-1.0,True
2.0,13,0.825,100.0,0.949,12.051,-2.318273678294494,-1.0,True
2.0,13,0.85,100.0,1.196,11.804,-1.9183734437917355,-1.0,True
2.0,13,0.875,100.0,1.417,11.583,-1.5466941207698457,-1.0,True
2.0,13,0.8999999999999999,100.0,1.5859999999999999,11.414,-1.2025849257184307,-1.0,True
2.0,13,0.9249999999999999,100.0,1.599,11.401,-0.8888395342961857,-1.0,False
2.0,13,0.95,100.0,1.417,11.583,-0.5941302288909983,-1.0,False
2.0,14,0.7,100.0,0.126,13.874,-4.948508172205974,-1.0,True
2.0,14,0.725,100.0,0.196,13.804,-4.43914034745549,-1.0,True
2.0,14,0.75,100.0,0.28,13.72,-3.946998034038434,-1.0,True
2.0,14,0.7749999999999999,100.0,0.392,13.608,-3.4685737329485766,-1.0,True
2.0,14,0.7999999999999999,100.0,0.56,13.44,-2.9990493296629803,-1.0,True
2.0,14,0.825,100.0,0.756,13.244,-2.547773346222909,-1.0,True
2.0,14,0.85,100.0,0.98,13.02,-2.1159964620610294,-1.0,True
2.0,14,0.875,100.0,1.204,12.796,-1.7086677000233914,-1.0,True
2.0,14,0.8999999999999999,100.0,1.4000000000000001,12.6,-1.3275424972886127,-1.0,True
2.0,14,0.9249999999999999,100.0,1.47,12.53,-0.9768581146154904,-1.0,False
2.0,14,0.95,100.0,1.344,12.656,-0.6491679337688402,-1.0,False
2.0,15,0.7,100.0,0.09,14.91,-5.318023414126501,-1.0,True
2.0,15,0.725,100.0,0.135,14.865,-4.780340572654728,-1.0,True
2.0,15,0.75,100.0,0.21,14.79,-4.254817851561839,-1.0,True
2.0,15,0.7749999999999999,100.0,0.3,14.7,-3.746916069543215,-1.0,True
2.0,15,0.7999999999999999,100.0,0.435,14.565,-3.250085824891466,-1.0,True
2.0,15,0.825,100.0,0.6,14.4,-2.7701552541233685,-1.0,True
2.0,15,0.85,100.0,0.8099999999999999,14.19,-2.3061436095734265,-1.0,True
2.0,15,0.875,100.0,1.035,13.965,-1.8647658980014585,-1.0,True
2.0,15,0.8999999999999999,100.0,1.23,13.77,-1.4508143006082697,-1.0,True
2.0,15,0.9249999999999999,100.0,1.3499999999999999,13.65,-1.0641750410615678,-1.0,True
2.0,15,0.95,100.0,1.275,13.725,-0.7040004654691316,-1.0,False
