setting,kappa_L,kappa_H,mL_opt,aL_opt,mL_FB,aL_FB,diff_L,mH_opt,aH_opt,mH_FB,aH_FB,diff_H,IC_L_slack,IC_H_slack,passed
Unconstrained_m,0.3,0.5,16.666666666666668,0.0,16.666666666666668,0.0,0.0,4.0,1.0,4.0,1.0,0.0,6.066666666666677,20.111111111111114,True
Constrained_m_le_k,0.3,0.5,6.666668552323415,0.9999999999999919,10.0,0.0,3.4801003635052914,4.0,0.9999999999999645,4.0,1.0,3.552713678800501e-14,1.0666666666666913,1.7777802919871135,False
