kappa,k,q1,q2,m1,m2,dm,unspecified1,lhs_ass1,ass1_holds,mono_holds,cross_partial_negative,m_soph,m_naive,u_soph,u_naive,welfare_loss,naive_worse,naive_underspec
1.0,11,0.89,0.9,11.0,6.693499999999999,-4.306500000000001,0.0,-0.0,True,True,True,11.0,4.3945,39.5,36.65641439472395,2.843585605276047,True,True
1.0,11,0.9,0.91,6.693499999999999,5.7475,-0.9459999999999997,4.306500000000001,-0.45373506068042896,True,True,True,6.693499999999999,4.103,41.12363026742456,39.93426630081899,1.189363966605569,True,True
1.0,11,0.91,0.9199999999999999,5.7475,5.0985,-0.649,5.2525,-0.4953668439226949,True,True,True,5.7475,3.8059999999999996,44.41785496748398,43.49640079779474,0.9214541696892411,True,True
1.0,11,0.9199999999999999,0.9299999999999999,5.0985,4.543,-0.5554999999999994,5.9015,-0.4920765651538103,True,True,True,5.0985,3.509,48.138204425827155,47.39039420001837,0.7478102258087844,True,True
1.0,11,0.9299999999999999,0.94,4.543,4.015,-0.5280000000000005,6.457,-0.4685889636345328,True,True,True,4.543,3.1955,52.26905467016388,51.65214003644464,0.6169146337192402,True,True
1.0,11,0.94,0.95,4.015,3.4869999999999997,-0.528,6.985,-0.43219969497084143,True,True,True,4.015,2.8764999999999996,56.84786207813508,56.35573401660384,0.4921280615312398,True,True
1.0,11,0.95,0.96,3.4869999999999997,2.937,-0.5499999999999998,7.513,-0.3853665207336675,True,True,True,3.4869999999999997,2.5465,61.940543763759905,61.57430637088611,0.3662373928737921,True,True
1.0,11,0.96,0.97,2.937,2.3375,-0.5994999999999999,8.063,-0.32914774181681744,True,True,True,2.937,2.189,67.64068582339904,67.39392030677799,0.2467655166210534,True,True
1.0,11,0.97,0.98,2.3375,1.672,-0.6655,8.6625,-0.263852884836288,True,True,True,2.3375,1.815,74.0766997270703,73.9488114132881,0.12788831378220777,True,True
1.0,11,0.98,0.99,1.672,0.9075,-0.7645,9.328,-0.18845085385782157,True,True,True,1.672,1.4135,81.42632872985469,81.39371641646996,0.032612313384731806,True,True
1.0,12,0.7,0.71,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,28.0,28.0,0.0,True,True
1.0,12,0.71,0.72,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,28.0,28.0,0.0,True,True
1.0,12,0.72,0.73,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,28.0,28.0,0.0,True,True
1.0,12,0.73,0.74,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,28.0,28.0,0.0,True,True
1.0,12,0.74,0.75,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,28.0,28.0,0.0,True,True
1.0,12,0.75,0.76,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,28.0,28.0,0.0,True,True
1.0,12,0.76,0.77,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,28.0,28.0,0.0,True,True
1.0,12,0.77,0.78,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,28.0,28.0,0.0,True,True
1.0,12,0.78,0.79,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,7.032,28.0,4.377699067532912,23.622300932467088,True,True
1.0,12,0.79,0.7999999999999999,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,6.582,28.0,6.221900069374271,21.77809993062573,True,True
1.0,12,0.7999999999999999,0.8099999999999999,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,6.246,28.0,8.187365599379849,19.81263440062015,True,True
1.0,12,0.8099999999999999,0.82,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,5.964,28.0,10.24486640660319,17.75513359339681,True,True
1.0,12,0.82,0.83,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,5.712,28.0,12.398399641777505,15.601600358222495,True,True
1.0,12,0.83,0.84,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,5.478,28.0,14.659594481795523,13.340405518204477,True,True
1.0,12,0.84,0.85,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,5.25,28.0,17.04247922581894,10.95752077418106,True,True
1.0,12,0.85,0.86,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,5.0280000000000005,28.0,19.563528813419946,8.436471186580054,True,True
1.0,12,0.86,0.87,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,4.806,28.0,22.240689227509943,5.759310772490057,True,True
1.0,12,0.87,0.88,12.0,5.748,-6.252,0.0,-0.0,True,True,True,12.0,4.5840000000000005,28.0,25.095503279487957,2.904496720512043,True,True
1.0,12,0.88,0.89,5.748,5.4,-0.34799999999999986,6.252,-0.7992142386798002,True,True,True,5.748,4.356,28.448464818614507,28.15054602827701,0.2979187903374978,True,True
1.0,12,0.89,0.9,5.4,5.082,-0.3180000000000005,6.6,-0.7691231872892799,True,True,True,5.4,4.122,31.76192220891294,31.43411320018906,0.32780900872387875,True,True
1.0,12,0.9,0.91,5.082,4.7700000000000005,-0.3119999999999994,6.918,-0.7288840473208422,True,True,True,5.082,3.882,35.33134579032298,34.97989196293074,0.3514538273922341,True,True
1.0,12,0.91,0.9199999999999999,4.7700000000000005,4.44,-0.33000000000000007,7.2299999999999995,-0.6818662125770745,True,True,True,4.7700000000000005,3.63,39.190791902414475,38.824159047645004,0.3666328547694704,True,True
1.0,12,0.9199999999999999,0.9299999999999999,4.44,4.086,-0.3540000000000001,7.56,-0.6303649635792266,True,True,True,4.44,3.372,43.38294598628119,43.01844281014374,0.364503176137454,True,True
1.0,12,0.9299999999999999,0.94,4.086,3.702,-0.38400000000000034,7.914,-0.5743244630948882,True,True,True,4.086,3.096,47.96081451366522,47.612325464797806,0.34848904886741394,True,True
1.0,12,0.94,0.95,3.702,3.282,-0.41999999999999993,8.298,-0.5134421000526903,True,True,True,3.702,2.802,52.99081462223729,52.676166063321844,0.31464855891544374,True,True
1.0,12,0.95,0.96,3.282,2.802,-0.48,8.718,-0.4471749404706659,True,True,True,3.282,2.49,58.55744159482598,58.29756288866076,0.25987870616522457,True,True
1.0,12,0.96,0.97,2.802,2.262,-0.54,9.198,-0.375480705597307,True,True,True,2.802,2.154,64.77029543836375,64.58267493596937,0.1876205023943811,True,True
1.0,12,0.97,0.98,2.262,1.6380000000000001,-0.6239999999999999,9.738,-0.29661176248609206,True,True,True,2.262,1.794,71.77493259281763,71.67193939589878,0.10299319691885955,True,True
1.0,12,0.98,0.99,1.6380000000000001,0.9,-0.7380000000000001,10.362,-0.20934045322413672,True,True,True,1.6380000000000001,1.4040000000000001,79.77038205378123,79.74374986359896,0.026632190182269255,True,True
1.0,13,0.7,0.71,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,15.5,15.5,0.0,True,True
1.0,13,0.71,0.72,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,15.5,15.5,0.0,True,True
1.0,13,0.72,0.73,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,15.5,15.5,0.0,True,True
1.0,13,0.73,0.74,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,15.5,15.5,0.0,True,True
1.0,13,0.74,0.75,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,5.2,15.5,-3.969911110279069,19.46991111027907,True,True
1.0,13,0.75,0.76,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,5.2325,15.5,-2.9857188168488467,18.485718816848845,True,True
1.0,13,0.76,0.77,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,5.239,15.5,-1.838694494483505,17.338694494483505,True,True
1.0,13,0.77,0.78,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,5.226,15.5,-0.5462562532116682,16.046256253211666,True,True
1.0,13,0.78,0.79,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,5.193499999999999,15.5,0.8897276267085008,14.6102723732915,True,True
1.0,13,0.79,0.7999999999999999,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,5.135,15.5,2.4775215853901837,13.022478414609816,True,True
1.0,13,0.7999999999999999,0.8099999999999999,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,5.069999999999999,15.5,4.188884329655753,11.311115670344247,True,True
1.0,13,0.8099999999999999,0.82,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,4.9855,15.5,6.046064975504763,9.453935024495237,True,True
1.0,13,0.82,0.83,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,4.888,15.5,8.045807518891197,7.454192481108803,True,True
1.0,13,0.83,0.84,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,4.7775,15.5,10.195997806233141,5.304002193766859,True,True
1.0,13,0.84,0.85,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,4.6605,15.5,12.502789028001638,2.9972109719983617,True,True
1.0,13,0.85,0.86,13.0,3.7245,-9.275500000000001,0.0,-0.0,True,True,True,13.0,4.524,15.5,14.987277162022986,0.5127228379770141,True,True
1.0,13,0.86,0.87,3.7245,3.9455,0.22100000000000009,9.275500000000001,-1.3989577137331308,False,False,False,3.7245,4.381,17.7494621313744,17.65816627086872,0.0912958605056815,True,False
1.0,13,0.87,0.88,3.9455,4.095,0.14949999999999974,9.0545,-1.2609483886712451,False,False,False,3.9455,4.225,20.55502885092082,20.53799115586998,0.01703769505083841,True,False
1.0,13,0.88,0.89,4.095,4.16,0.06500000000000039,8.905000000000001,-1.138356173295525,False,False,False,4.095,4.056,23.650005620390985,23.64963943441223,0.00036618597875559544,True,True
1.0,13,0.89,0.9,4.16,4.147,-0.0129999999999999,8.84,-1.0301589357026113,False,True,False,4.16,3.8739999999999997,27.042222392589075,27.021023316172,0.021199076417076412,True,True
1.0,13,0.9,0.91,4.147,4.056,-0.09100000000000019,8.853,-0.932756645118736,True,True,True,4.147,3.679,30.747951856028962,30.686153883949178,0.0617979720797841,True,True
1.0,13,0.91,0.9199999999999999,4.056,3.9065,-0.1495000000000002,8.943999999999999,-0.843514717190782,True,True,True,4.056,3.4709999999999996,34.79401664208649,34.68648492443073,0.10753171765576042,True,True
1.0,13,0.9199999999999999,0.9299999999999999,3.9065,3.6919999999999997,-0.21450000000000014,9.0935,-0.7582306608872615,True,True,True,3.9065,3.2435,39.219090872197384,39.06967077551202,0.14942009668536116,True,True
1.0,13,0.9299999999999999,0.94,3.6919999999999997,3.419,-0.2729999999999997,9.308,-0.6754880089066488,True,True,True,3.6919999999999997,2.9964999999999997,44.07536883580404,43.89643312802245,0.17893570778159074,True,True
1.0,13,0.94,0.95,3.419,3.0875,-0.33150000000000013,9.581,-0.5928282430229966,True,True,True,3.419,2.73,49.4313922390886,49.24270641957549,0.18868581951311114,True,True
1.0,13,0.95,0.96,3.0875,2.678,-0.4095,9.9125,-0.508444780616595,True,True,True,3.0875,2.4375,55.376692651423205,55.20016978620722,0.17652286521598626,True,True
1.0,13,0.96,0.97,2.678,2.1905,-0.4874999999999998,10.322,-0.4213646274380738,True,True,True,2.678,2.1189999999999998,62.02923871973863,61.88965185631312,0.13958686342550664,True,True
1.0,13,0.97,0.98,2.1905,1.6055,-0.5850000000000002,10.8095,-0.32924880330595735,True,True,True,2.1905,1.7745,69.54725382076138,69.46609017862153,0.08116364213985605,True,True
1.0,13,0.98,0.99,1.6055,0.8905,-0.715,11.3945,-0.23019974852947556,True,True,True,1.6055,1.3975,78.14867601842965,78.12787910181603,0.020796916613619487,True,True
1.0,14,0.7,0.71,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,3.402,2.0,-3.5046265560957788,5.504626556095779,True,True
1.0,14,0.71,0.72,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,3.549,2.0,-3.5083634051620014,5.508363405162001,True,True
1.0,14,0.72,0.73,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,3.682,2.0,-3.4060251927697065,5.4060251927697065,True,True
1.0,14,0.73,0.74,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,3.8080000000000003,2.0,-3.2047980014510236,5.204798001451024,True,True
1.0,14,0.74,0.75,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,3.92,2.0,-2.876403515350212,4.876403515350212,True,True
1.0,14,0.75,0.76,14.0,0.714,-13.286,0.0,-0.0,True,True,True,14.0,4.025,2.0,-2.428314065178257,4.428314065178257,True,True
1.0,14,0.76,0.77,0.714,0.84,0.126,13.286,-3.6461679319935874,False,False,False,0.714,4.109,2.3541939632350766,-1.8178349916305283,4.172028954865604,True,False
1.0,14,0.77,0.78,0.84,0.98,0.14,13.16,-3.439560296008803,False,False,False,0.84,4.179,2.8550787398116997,-1.0544217353042864,3.909500475115986,True,False
1.0,14,0.78,0.79,0.98,1.1340000000000001,0.15400000000000014,13.02,-3.2349668980664648,False,False,False,0.98,4.235,3.4559507860558485,-0.13063406311640335,3.586584849172252,True,False
1.0,14,0.79,0.7999999999999999,1.1340000000000001,1.316,0.18199999999999994,12.866,-3.0328035430820846,False,False,False,1.1340000000000001,4.2700000000000005,4.175059285265081,0.9740247099738966,3.2010345752911844,True,False
1.0,14,0.7999999999999999,0.8099999999999999,1.316,1.5190000000000001,0.20300000000000007,12.684,-2.8303528048694377,False,False,False,1.316,4.284,5.033275731958458,2.263574250966686,2.769701480991772,True,False
1.0,14,0.8099999999999999,0.82,1.5190000000000001,1.743,0.22399999999999998,12.481,-2.630009191850661,False,False,False,1.5190000000000001,4.284,6.054099470735027,3.7311217635081135,2.3229777072269133,True,False
1.0,14,0.82,0.83,1.743,1.988,0.24499999999999988,12.257,-2.4324131559380864,False,False,False,1.743,4.263,7.26343971043832,5.394646477956989,1.8687932324813303,True,False
1.0,14,0.83,0.84,1.988,2.247,0.2589999999999999,12.012,-2.23819089323622,False,False,False,1.988,4.228,8.689055349696895,7.251421612239996,1.437633737456899,True,False
1.0,14,0.84,0.85,2.247,2.513,0.266,11.753,-2.0491753591125734,False,False,False,2.247,4.172,10.359606243694135,9.319782249836322,1.0398239938578122,True,False
1.0,14,0.85,0.86,2.513,2.7720000000000002,0.25900000000000034,11.487,-1.8668549431409407,False,False,False,2.513,4.102,12.303330754265659,11.6033157824777,0.700014971787958,True,False
1.0,14,0.86,0.87,2.7720000000000002,3.017,0.24499999999999966,11.228,-1.6934394059399054,False,False,False,2.7720000000000002,4.018,14.54660565840464,14.118156733080003,0.42844892532463774,True,False
1.0,14,0.87,0.88,3.017,3.227,0.20999999999999996,10.983,-1.5295152855239147,False,False,False,3.017,3.9130000000000003,17.112920572997872,16.8873880770509,0.22553249594697178,True,False
1.0,14,0.88,0.89,3.227,3.3810000000000002,0.15400000000000036,10.773,-1.3771489112759898,False,False,False,3.227,3.787,20.022920431219266,19.93132733970411,0.09159309151515416,True,False
1.0,14,0.89,0.9,3.3810000000000002,3.479,0.09799999999999986,10.619,-1.237472594821949,False,False,False,3.3810000000000002,3.6470000000000002,23.296072914998504,23.27473544529885,0.021337469699652445,True,False
1.0,14,0.9,0.91,3.479,3.507,0.028000000000000025,10.521,-1.1084979852359904,False,False,False,3.479,3.493,26.95371304370059,26.953629540350896,8.35033496926485e-05,True,False
1.0,14,0.91,0.9199999999999999,3.507,3.465,-0.04200000000000026,10.493,-0.9896019596917349,True,True,True,3.507,3.318,31.022937796216866,31.011181920523896,0.011755875692969653,True,True
1.0,14,0.9199999999999999,0.9299999999999999,3.465,3.353,-0.11199999999999966,10.535,-0.8784252501729037,True,True,True,3.465,3.115,35.54054805671132,35.497176129296165,0.043371927415158495,True,True
1.0,14,0.9299999999999999,0.94,3.353,3.164,-0.18900000000000006,10.647,-0.7726601666124936,True,True,True,3.353,2.898,40.556996820689065,40.479206523828935,0.07779029686012962,True,True
1.0,14,0.94,0.95,3.164,2.9050000000000002,-0.2589999999999999,10.836,-0.6704818746891965,True,True,True,3.164,2.653,46.14075777753095,46.03514217813826,0.10561559939269216,True,True
1.0,14,0.95,0.96,2.9050000000000002,2.562,-0.3430000000000004,11.094999999999999,-0.5690991012298736,True,True,True,2.9050000000000002,2.387,52.38400244361503,52.27048336321551,0.11351908039952008,True,True
1.0,14,0.96,0.97,2.562,2.121,-0.44099999999999984,11.438,-0.4669219733226786,True,True,True,2.562,2.086,59.41097856912343,59.31075925169478,0.10021931742864609,True,True
1.0,14,0.97,0.98,2.121,1.575,-0.546,11.879,-0.3618249257108531,True,True,True,2.121,1.7570000000000001,67.3911074653867,67.32905398571003,0.062053479676663414,True,True
1.0,14,0.98,0.99,1.575,0.882,-0.693,12.425,-0.25101863842017935,True,True,True,1.575,1.3860000000000001,76.56047455862252,76.5437878317351,0.016686726887414238,True,True
1.0,15,0.7,0.71,0.18,0.2175,0.037500000000000006,14.82,-5.285922669172015,False,False,False,0.18,2.6999999999999997,0.49003591499328336,-2.4013278985344755,2.891363813527759,True,False
1.0,15,0.71,0.72,0.2175,0.2625,0.04500000000000001,14.7825,-5.062862992005717,False,False,False,0.2175,2.8274999999999997,0.6090886958348425,-2.4505493239617255,3.059638019796568,True,False
1.0,15,0.72,0.73,0.2625,0.3075,0.044999999999999984,14.7375,-4.841328687000383,False,False,False,0.2625,2.9475,0.755202377816633,-2.4362227821160194,3.1914251599326526,True,False
1.0,15,0.73,0.74,0.3075,0.3675,0.06,14.6925,-4.623887618557296,False,False,False,0.3075,3.0675,0.9341785257488495,-2.3654021342468465,3.299580659995696,True,False
1.0,15,0.74,0.75,0.3675,0.435,0.0675,14.6325,-4.405920270160733,False,False,False,0.3675,3.1875,1.1529588217935967,-2.227091804398501,3.3800506261920975,True,False
1.0,15,0.75,0.76,0.435,0.5175,0.08249999999999996,14.565,-4.190089385260189,False,False,False,0.435,3.3,1.4198806078938229,-1.9918393630682605,3.4117199709620833,True,False
1.0,15,0.76,0.77,0.5175,0.6074999999999999,0.08999999999999997,14.4825,-3.9745316178757437,False,False,False,0.5175,3.405,1.7449068194050805,-1.6471510004794858,3.3920578198845663,True,False
1.0,15,0.77,0.78,0.6074999999999999,0.7125,0.1050000000000001,14.3925,-3.7616923678044603,False,False,False,0.6074999999999999,3.4949999999999997,2.13990877970999,-1.1635428834250359,3.303451663135026,True,False
1.0,15,0.78,0.79,0.7125,0.84,0.12749999999999995,14.2875,-3.549891670977313,False,False,False,0.7125,3.5774999999999997,2.6189470284930665,-0.5452816858277796,3.164228714320846,True,False
1.0,15,0.79,0.7999999999999999,0.84,0.975,0.135,14.16,-3.337828242658349,False,False,False,0.84,3.6525,3.1986001824963126,0.2212751312965464,2.977325051199766,True,False
1.0,15,0.7999999999999999,0.8099999999999999,0.975,1.1325,0.15750000000000008,14.025,-3.1295883071817934,False,False,False,0.975,3.705,3.8982674261302273,1.179178863615924,2.7190885625143033,True,False
1.0,15,0.8099999999999999,0.82,1.1325,1.3125,0.17999999999999994,13.8675,-2.9221739017698134,False,False,False,1.1325,3.7424999999999997,4.740378686101167,2.324450875702654,2.4159278103985127,True,False
1.0,15,0.82,0.83,1.3125,1.5074999999999998,0.19499999999999984,13.6875,-2.716297223782537,False,False,False,1.3125,3.7725,5.750584479793273,3.657329446360455,2.0932550334328175,True,False
1.0,15,0.83,0.84,1.5074999999999998,1.7249999999999999,0.21750000000000003,13.4925,-2.514051833748726,False,False,False,1.5074999999999998,3.78,6.957683880118567,5.216873718428358,1.7408101616902085,True,False
1.0,15,0.84,0.85,1.7249999999999999,1.95,0.2250000000000001,13.275,-2.3145412143469253,False,False,False,1.7249999999999999,3.7649999999999997,8.393338190631477,7.014292313508754,1.3790458771227225,True,False
1.0,15,0.85,0.86,1.95,2.1825,0.23250000000000015,13.05,-2.120872029945963,False,False,False,1.95,3.7424999999999997,10.09145029618683,9.045313974040083,1.0461363221467472,True,False
1.0,15,0.86,0.87,2.1825,2.415,0.23249999999999993,12.817499999999999,-1.933172389173026,False,False,False,2.1825,3.6975,12.087193027810816,11.347381122870221,0.7398119049405949,True,False
1.0,15,0.87,0.88,2.415,2.6325,0.2174999999999998,12.585,-1.752613117392194,False,False,False,2.415,3.63,14.415931951753443,13.938947974581888,0.47698397717155494,True,False
1.0,15,0.88,0.89,2.6325,2.82,0.1875,12.3675,-1.5809792221485013,False,False,False,2.6325,3.5475,17.11232202967467,16.83827004514935,0.2740519845253182,True,False
1.0,15,0.89,0.9,2.82,2.9625,0.14250000000000007,12.18,-1.4193818819974893,False,False,False,2.82,3.4425,20.21014708676761,20.080683318588445,0.12946376817916416,True,False
1.0,15,0.9,0.91,2.9625,3.06,0.09750000000000014,12.0375,-1.2682772072310837,False,False,False,2.9625,3.315,23.743382221131625,23.70141222718328,0.041969993948345774,True,False
1.0,15,0.91,0.9199999999999999,3.06,3.09,0.029999999999999805,11.94,-1.126069512886621,False,False,False,3.06,3.1725,27.748743297279024,27.744083505182935,0.0046597920960884665,True,False
1.0,15,0.9199999999999999,0.9299999999999999,3.09,3.045,-0.04499999999999993,11.91,-0.9930749624640991,True,True,True,3.09,3.0,32.26953615474408,32.26663876548819,0.0028973892558923353,True,True
1.0,15,0.9299999999999999,0.94,3.045,2.9325,-0.11249999999999982,11.955,-0.8675826328404583,True,True,True,3.045,2.8049999999999997,37.36054090572367,37.33742137276027,0.02311953296339908,True,True
1.0,15,0.94,0.95,2.9325,2.7375,-0.19500000000000028,12.067499999999999,-0.7466814343680211,True,True,True,2.9325,2.5875,43.09389548358599,43.045104156175,0.04879132741098857,True,True
1.0,15,0.95,0.96,2.7375,2.445,-0.2925,12.2625,-0.628984022427339,True,True,True,2.7375,2.34,49.56636460486209,49.49951462342369,0.06684998143839493,True,True
1.0,15,0.96,0.97,2.445,2.0549999999999997,-0.3900000000000001,12.555,-0.5125201412018036,True,True,True,2.445,2.0549999999999997,56.90940254689585,56.84083611124744,0.06856643564840681,True,True
1.0,15,0.97,0.98,2.0549999999999997,1.5374999999999999,-0.5174999999999998,12.945,-0.3942944408895525,True,True,True,2.0549999999999997,1.74,65.30404030610926,65.25801729521233,0.04602301089693128,True,True
1.0,15,0.98,0.99,1.5374999999999999,0.87,-0.6674999999999999,13.4625,-0.2719789472621058,True,True,True,1.5374999999999999,1.38,75.00507691267447,74.99279379024296,0.012283122431512083,True,True
1.4,5,0.7,0.71,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.71,0.72,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.72,0.73,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.73,0.74,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.74,0.75,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.75,0.76,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.76,0.77,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.77,0.78,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.78,0.79,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.79,0.7999999999999999,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.7999999999999999,0.8099999999999999,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.8099999999999999,0.82,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.82,0.83,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.83,0.84,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.84,0.85,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.85,0.86,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.86,0.87,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.87,0.88,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,82.5,82.5,0.0,True,True
1.4,5,0.88,0.89,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,4.695,82.5,80.74599419702182,1.7540058029781846,True,True
1.4,5,0.89,0.9,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,4.225,82.5,78.86901480804329,3.630985191956711,True,True
1.4,5,0.9,0.91,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,3.8025,82.5,78.02526309944784,4.474736900552159,True,True
1.4,5,0.91,0.9199999999999999,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,3.415,82.5,77.95179959712323,4.548200402876773,True,True
1.4,5,0.9199999999999999,0.9299999999999999,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,3.0500000000000003,82.5,78.48185756604703,4.018142433952974,True,True
1.4,5,0.9299999999999999,0.94,5.0,4.2075000000000005,-0.7924999999999995,0.0,-0.0,True,True,True,5.0,2.7025,82.5,79.53025847273796,2.9697415272620447,True,True
1.4,5,0.94,0.95,4.2075000000000005,3.37,-0.8375000000000004,0.7924999999999995,-0.04903625744658434,True,True,True,4.2075000000000005,2.365,82.82252129179184,81.04031957181327,1.7822017199785734,True,True
1.4,5,0.95,0.96,3.37,2.65,-0.7200000000000002,1.63,-0.08360806985170743,True,True,True,3.37,2.035,84.0293379549466,82.99270230669954,1.0366356482470565,True,True
1.4,5,0.96,0.97,2.65,1.985,-0.6649999999999998,2.35,-0.09593168712259964,True,True,True,2.65,1.7075,85.93685779794481,85.38257948401439,0.5542783139304248,True,True
1.4,5,0.97,0.98,1.985,1.34,-0.645,3.0149999999999997,-0.09183451056639634,True,True,True,1.985,1.3800000000000001,88.46745308001637,88.22683609690793,0.24061698310843838,True,True
1.4,5,0.98,0.99,1.34,0.6875,-0.6525000000000001,3.66,-0.07394190878212124,True,True,True,1.34,1.0475,91.61564430779653,91.55729219481636,0.05835211298017384,True,True
1.4,6,0.7,0.71,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
1.4,6,0.71,0.72,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
1.4,6,0.72,0.73,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
1.4,6,0.73,0.74,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
1.4,6,0.74,0.75,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
1.4,6,0.75,0.76,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
1.4,6,0.76,0.77,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
1.4,6,0.77,0.78,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
1.4,6,0.78,0.79,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
1.4,6,0.79,0.7999999999999999,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,74.8,74.8,0.0,True,True
