kappa,k,q1,q2,m1,m2,dm,unspecified1,lhs_ass1,ass1_holds,mono_holds,cross_partial_negative,m_soph,m_naive,u_soph,u_naive,welfare_loss,naive_worse,naive_underspec
0.4,12,0.83,0.84,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,71.2,71.2,0.0,True,True
0.4,12,0.84,0.85,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,71.2,71.2,0.0,True,True
0.4,12,0.85,0.86,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,71.2,71.2,0.0,True,True
0.4,12,0.86,0.87,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,71.2,71.2,0.0,True,True
0.4,12,0.87,0.88,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,71.2,71.2,0.0,True,True
0.4,12,0.88,0.89,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,71.2,71.2,0.0,True,True
0.4,12,0.89,0.9,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,71.2,71.2,0.0,True,True
0.4,12,0.9,0.91,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,71.2,71.2,0.0,True,True
0.4,12,0.91,0.9199999999999999,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,12.0,71.2,71.2,0.0,True,True
0.4,12,0.9199999999999999,0.9299999999999999,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,11.076,71.2,68.04930016740242,3.1506998325975815,True,True
0.4,12,0.9299999999999999,0.94,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,9.354000000000001,71.2,65.0294036001124,6.1705963998876,True,True
0.4,12,0.94,0.95,12.0,12.0,0.0,0.0,-0.0,True,True,True,12.0,7.992,71.2,65.26184543801543,5.938154561984575,True,True
0.4,12,0.95,0.96,12.0,9.048,-2.952,0.0,-0.0,True,True,True,12.0,6.798,71.2,67.337938697352,3.8620613026480015,True,True
0.4,12,0.96,0.97,9.048,6.426,-2.622,2.952,-0.12050652782379324,True,True,True,9.048,5.694,72.27386925980429,70.81974916451234,1.454120095291941,True,True
0.4,12,0.97,0.98,6.426,4.3260000000000005,-2.0999999999999996,5.574,-0.16977962251976558,True,True,True,6.426,4.632,76.1263809811144,75.60658954208276,0.5197914390316356,True,True
0.4,12,0.98,0.99,4.3260000000000005,2.2800000000000002,-2.0460000000000003,7.6739999999999995,-0.15503557595464437,True,True,True,4.3260000000000005,3.5580000000000003,81.89561582380566,81.78811421645291,0.10750160735274505,True,True
0.4,13,0.7,0.71,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.71,0.72,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.72,0.73,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.73,0.74,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.74,0.75,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.75,0.76,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.76,0.77,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.77,0.78,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.78,0.79,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.79,0.7999999999999999,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.7999999999999999,0.8099999999999999,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.8099999999999999,0.82,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.82,0.83,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.83,0.84,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.84,0.85,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.85,0.86,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.86,0.87,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.87,0.88,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.88,0.89,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.89,0.9,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.9,0.91,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,13.0,66.19999999999999,66.19999999999999,0.0,True,True
0.4,13,0.91,0.9199999999999999,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,12.4995,66.19999999999999,64.1419218650401,2.058078134959885,True,True
0.4,13,0.9199999999999999,0.9299999999999999,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,10.4455,66.19999999999999,58.99405543918105,7.205944560818942,True,True
0.4,13,0.9299999999999999,0.94,13.0,13.0,0.0,0.0,-0.0,True,True,True,13.0,8.9635,66.19999999999999,58.53845046423716,7.6615495357628305,True,True
0.4,13,0.94,0.95,13.0,12.492999999999999,-0.5070000000000014,0.0,-0.0,True,True,True,13.0,7.734999999999999,66.19999999999999,60.230788342326555,5.9692116576734335,True,True
0.4,13,0.95,0.96,12.492999999999999,8.488999999999999,-4.004,0.5070000000000014,-0.02600570025448822,True,True,True,12.492999999999999,6.6365,66.21794376666112,63.342673844185235,2.875269922475887,True,True
0.4,13,0.96,0.97,8.488999999999999,6.188,-2.3009999999999993,4.511000000000001,-0.1841480172808711,True,True,True,8.488999999999999,5.5965,68.76864300641691,67.65296376065828,1.1156792457586278,True,True
0.4,13,0.97,0.98,6.188,4.2315,-1.9565000000000001,6.812,-0.2074881213858348,True,True,True,6.188,4.576,73.60402065495929,73.18070736089958,0.4233132940597102,True,True
0.4,13,0.98,0.99,4.2315,2.2555,-1.9759999999999995,8.7685,-0.17714743911366942,True,True,True,4.2315,3.536,80.1845087619617,80.09620894888852,0.0882998130731778,True,True
0.4,14,0.7,0.71,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.71,0.72,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.72,0.73,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.73,0.74,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.74,0.75,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.75,0.76,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.76,0.77,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.77,0.78,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.78,0.79,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.79,0.7999999999999999,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.7999999999999999,0.8099999999999999,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.8099999999999999,0.82,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.82,0.83,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.83,0.84,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.84,0.85,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.85,0.86,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.86,0.87,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.87,0.88,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.88,0.89,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.89,0.9,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.9,0.91,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,14.0,60.8,60.8,0.0,True,True
0.4,14,0.91,0.9199999999999999,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,11.515,60.8,52.58849143182279,8.211508568177209,True,True
0.4,14,0.9199999999999999,0.9299999999999999,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,9.870000000000001,60.8,51.38356757064784,9.416432429352156,True,True
0.4,14,0.9299999999999999,0.94,14.0,14.0,0.0,0.0,-0.0,True,True,True,14.0,8.596,60.8,52.78054545796814,8.019454542031859,True,True
0.4,14,0.94,0.95,14.0,10.99,-3.01,0.0,-0.0,True,True,True,14.0,7.497,60.8,55.63194051420235,5.168059485797649,True,True
0.4,14,0.95,0.96,10.99,7.98,-3.01,3.01,-0.15439281610652722,True,True,True,10.99,6.482,61.5375136885732,59.59942081826583,1.938092870307372,True,True
0.4,14,0.96,0.97,7.98,5.964,-2.016,6.02,-0.2457484070119361,True,True,True,7.98,5.502,65.47581758240152,64.63282512237656,0.8429924600249592,True,True
0.4,14,0.97,0.98,5.964,4.1370000000000005,-1.827,8.036,-0.24477019134711808,True,True,True,5.964,4.522,71.1745839187092,70.83456925667362,0.3400146620355855,True,True
0.4,14,0.98,0.99,4.1370000000000005,2.233,-1.9040000000000004,9.863,-0.19925930227269448,True,True,True,4.1370000000000005,3.5140000000000002,78.51078717329287,78.43932283143018,0.07146434186269346,True,True
0.4,15,0.7,0.71,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.71,0.72,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.72,0.73,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.73,0.74,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.74,0.75,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.75,0.76,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.76,0.77,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.77,0.78,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.78,0.79,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.79,0.7999999999999999,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.7999999999999999,0.8099999999999999,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.8099999999999999,0.82,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.82,0.83,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.83,0.84,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.84,0.85,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.85,0.86,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.86,0.87,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.87,0.88,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.88,0.89,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.89,0.9,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,15.0,55.0,55.0,0.0,True,True
0.4,15,0.9,0.91,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,12.57,55.0,45.81120002967022,9.188799970329782,True,True
0.4,15,0.91,0.9199999999999999,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,10.6875,55.0,43.7388743123126,11.261125687687397,True,True
0.4,15,0.9199999999999999,0.9299999999999999,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,9.3525,55.0,44.95029826674075,10.049701733259248,True,True
0.4,15,0.9299999999999999,0.94,15.0,15.0,0.0,0.0,-0.0,True,True,True,15.0,8.2575,55.0,47.66779293535935,7.332207064640649,True,True
0.4,15,0.94,0.95,15.0,9.84,-5.16,0.0,-0.0,True,True,True,15.0,7.2675,55.0,51.41091709272059,3.589082907279412,True,True
0.4,15,0.95,0.96,9.84,7.5225,-2.3175,5.16,-0.264673399039761,True,True,True,9.84,6.33,57.38053610985078,56.087050723524925,1.2934853863258553,True,True
0.4,15,0.96,0.97,7.5225,5.745,-1.7774999999999999,7.4775,-0.305246464025208,True,True,True,7.5225,5.4075,62.37657098839622,61.750248873583935,0.6263221148122824,True,True
0.4,15,0.97,0.98,5.745,4.05,-1.6950000000000003,9.254999999999999,-0.2818999652709778,True,True,True,5.745,4.47,68.8339091870844,68.5653383605322,0.26857082655220665,True,True
0.4,15,0.98,0.99,4.05,2.2125,-1.8375,10.95,-0.22121964512683814,True,True,True,4.05,3.4875,76.87356064658513,76.81581285739217,0.057747789192958976,True,True
0.6,5,0.7,0.71,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.71,0.72,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.72,0.73,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.73,0.74,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.74,0.75,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.75,0.76,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.76,0.77,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.77,0.78,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.78,0.79,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.79,0.7999999999999999,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.7999999999999999,0.8099999999999999,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.8099999999999999,0.82,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.82,0.83,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.83,0.84,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.84,0.85,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.85,0.86,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.86,0.87,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.87,0.88,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.88,0.89,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.89,0.9,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.9,0.91,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.91,0.9199999999999999,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.9199999999999999,0.9299999999999999,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.9299999999999999,0.94,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.94,0.95,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.95,0.96,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,5.0,92.5,92.5,0.0,True,True
0.6,5,0.96,0.97,5.0,5.0,0.0,0.0,-0.0,True,True,True,5.0,4.1425,92.5,91.41198043858864,1.0880195614113575,True,True
0.6,5,0.97,0.98,5.0,3.25,-1.75,0.0,-0.0,True,True,True,5.0,3.2875,92.5,91.67526955954995,0.824730440450054,True,True
0.6,5,0.98,0.99,3.25,1.62,-1.63,1.75,-0.035354737805659064,True,True,True,3.25,2.4675000000000002,93.35754402592542,93.18577804708411,0.1717659788413073,True,True
0.6,6,0.7,0.71,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.71,0.72,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.72,0.73,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.73,0.74,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.74,0.75,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.75,0.76,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.76,0.77,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.77,0.78,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.78,0.79,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.79,0.7999999999999999,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.7999999999999999,0.8099999999999999,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.8099999999999999,0.82,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.82,0.83,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.83,0.84,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.84,0.85,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.85,0.86,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.86,0.87,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.87,0.88,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.88,0.89,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.89,0.9,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.9,0.91,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.91,0.9199999999999999,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.9199999999999999,0.9299999999999999,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.9299999999999999,0.94,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,6.0,89.2,89.2,0.0,True,True
0.6,6,0.94,0.95,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,5.892,89.2,88.91927429395426,0.2807257060457431,True,True
0.6,6,0.95,0.96,6.0,6.0,0.0,0.0,-0.0,True,True,True,6.0,4.941,89.2,87.38889137605692,1.8111086239430847,True,True
0.6,6,0.96,0.97,6.0,4.9110000000000005,-1.0889999999999995,0.0,-0.0,True,True,True,6.0,4.071,89.2,87.45558817535694,1.7444118246430662,True,True
0.6,6,0.97,0.98,4.9110000000000005,3.18,-1.7310000000000003,1.0889999999999995,-0.03317007695084762,True,True,True,4.9110000000000005,3.249,89.50202545737883,88.79533377635612,0.7066916810227184,True,True
0.6,6,0.98,0.99,3.18,1.602,-1.578,2.82,-0.05697163463540489,True,True,True,3.18,2.451,91.42836635017062,91.27884447465637,0.1495218755142531,True,True
0.6,7,0.7,0.71,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.71,0.72,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.72,0.73,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.73,0.74,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.74,0.75,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.75,0.76,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.76,0.77,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.77,0.78,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.78,0.79,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.79,0.7999999999999999,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.7999999999999999,0.8099999999999999,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.8099999999999999,0.82,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.82,0.83,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.83,0.84,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.84,0.85,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.85,0.86,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.86,0.87,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.87,0.88,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.88,0.89,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.89,0.9,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.9,0.91,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.91,0.9199999999999999,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.9199999999999999,0.9299999999999999,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,7.0,85.3,85.3,0.0,True,True
0.6,7,0.9299999999999999,0.94,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,6.7095,85.3,84.40867104291893,0.8913289570810718,True,True
0.6,7,0.94,0.95,7.0,7.0,0.0,0.0,-0.0,True,True,True,7.0,5.7155000000000005,85.3,82.55966351288775,2.740336487112245,True,True
0.6,7,0.95,0.96,7.0,6.727,-0.2729999999999997,0.0,-0.0,True,True,True,7.0,4.8265,85.3,82.46186296687301,2.8381370331269835,True,True
0.6,7,0.96,0.97,6.727,4.739,-1.9880000000000004,0.2729999999999997,-0.011144404504029648,True,True,True,6.727,4.0040000000000004,85.31598773281296,83.67844305480594,1.6375446780070178,True,True
0.6,7,0.97,0.98,4.739,3.1115,-1.6275,2.261,-0.0688682681229261,True,True,True,4.739,3.213,86.60752740521906,86.00849876984734,0.5990286353717238,True,True
0.6,7,0.98,0.99,3.1115,1.5855000000000001,-1.5259999999999998,3.8885,-0.07855822740417444,True,True,True,3.1115,2.4325,89.5403933393649,89.41023969976364,0.1301536396012608,True,True
0.6,8,0.7,0.71,8.0,8.0,0.0,0.0,-0.0,True,True,True,8.0,8.0,80.8,80.8,0.0,True,True
0.6,8,0.71,0.72,8.0,8.0,0.0,0.0,-0.0,True,True,True,8.0,8.0,80.8,80.8,0.0,True,True
0.6,8,0.72,0.73,8.0,8.0,0.0,0.0,-0.0,True,True,True,8.0,8.0,80.8,80.8,0.0,True,True
