kappa,m_FB,a_FB,U_FB,is_optimal
0.539,3.7105751391465676,1.0,83.71057513914657,True
0.54,3.7037037037037033,1.0,83.7037037037037,True
0.541,3.696857670979667,1.0,83.69685767097967,True
0.542,3.6900369003690034,1.0,83.690036900369,True
0.543,3.6832412523020257,1.0,83.68324125230203,True
0.544,3.676470588235294,1.0,83.6764705882353,True
0.545,3.6697247706422016,1.0,83.6697247706422,True
0.546,3.663003663003663,1.0,83.66300366300366,True
0.547,3.6563071297989027,1.0,83.6563071297989,True
0.548,3.64963503649635,1.0,83.64963503649635,True
0.549,3.6429872495446265,1.0,83.64298724954462,True
0.55,3.6363636363636362,1.0,83.63636363636363,True
0.551,3.629764065335753,1.0,83.62976406533576,True
0.552,3.623188405797101,1.0,83.62318840579711,True
0.553,3.6166365280289328,1.0,83.61663652802893,True
0.554,3.6101083032490973,1.0,83.6101083032491,True
0.555,3.603603603603603,1.0,83.6036036036036,True
0.556,3.597122302158273,1.0,83.59712230215828,True
0.557,3.5906642728904843,1.0,83.59066427289049,True
0.558,3.584229390681003,1.0,83.584229390681,True
0.559,3.577817531305903,1.0,83.57781753130591,True
0.56,3.571428571428571,1.0,83.57142857142857,True
0.561,3.5650623885918,1.0,83.5650623885918,True
0.562,3.558718861209964,1.0,83.55871886120997,True
0.5630000000000001,3.5523978685612785,1.0,83.55239786856129,True
0.5640000000000001,3.5460992907801416,1.0,83.54609929078013,True
0.5650000000000001,3.5398230088495573,1.0,83.53982300884957,True
0.5660000000000001,3.5335689045936394,1.0,83.53356890459364,True
0.5670000000000001,3.527336860670194,1.0,83.5273368606702,True
0.5680000000000001,3.52112676056338,1.0,83.52112676056339,True
0.5690000000000001,3.5149384885764494,1.0,83.51493848857645,True
0.5700000000000001,3.508771929824561,1.0,83.50877192982456,True
0.5710000000000001,3.5026269702276704,1.0,83.50262697022768,True
0.5720000000000001,3.4965034965034962,1.0,83.4965034965035,True
0.5730000000000001,3.490401396160558,1.0,83.49040139616055,True
0.5740000000000001,3.484320557491289,1.0,83.48432055749129,True
0.5750000000000001,3.478260869565217,1.0,83.47826086956522,True
0.5760000000000001,3.472222222222222,1.0,83.47222222222221,True
0.5770000000000001,3.4662045060658575,1.0,83.46620450606585,True
0.5780000000000001,3.460207612456747,1.0,83.46020761245676,True
0.5790000000000001,3.4542314335060444,1.0,83.45423143350605,True
0.58,3.4482758620689657,1.0,83.44827586206897,True
0.581,3.442340791738382,1.0,83.44234079173837,True
0.582,3.436426116838488,1.0,83.43642611683849,True
0.583,3.430531732418525,1.0,83.43053173241852,True
0.584,3.4246575342465757,1.0,83.42465753424658,True
0.585,3.418803418803419,1.0,83.41880341880342,True
0.586,3.4129692832764507,1.0,83.41296928327645,True
0.587,3.4071550255536627,1.0,83.40715502555366,True
0.588,3.4013605442176873,1.0,83.4013605442177,True
0.589,3.395585738539898,1.0,83.3955857385399,True
0.59,3.3898305084745766,1.0,83.38983050847457,True
0.591,3.3840947546531304,1.0,83.38409475465312,True
0.592,3.3783783783783785,1.0,83.37837837837839,True
0.593,3.3726812816188874,1.0,83.3726812816189,True
0.594,3.367003367003367,1.0,83.36700336700338,True
0.595,3.361344537815126,1.0,83.36134453781513,True
0.596,3.3557046979865772,1.0,83.35570469798657,True
0.597,3.3500837520938025,1.0,83.3500837520938,True
0.598,3.3444816053511706,1.0,83.34448160535116,True
0.599,3.33889816360601,1.0,83.33889816360602,True
0.6,3.3333333333333335,1.0,83.33333333333334,True
