kappa,m_FB,a_FB,U_FB,is_optimal
0.601,3.327787021630616,1.0,83.32778702163063,True
0.602,3.3222591362126246,1.0,83.32225913621262,True
0.603,3.316749585406302,1.0,83.3167495854063,True
0.604,3.3112582781456954,1.0,83.31125827814569,True
0.605,3.3057851239669422,1.0,83.30578512396694,True
0.606,3.3003300330033003,1.0,83.30033003300329,True
0.607,3.2948929159802307,1.0,83.29489291598023,True
0.608,3.2894736842105265,1.0,83.28947368421053,True
0.609,3.284072249589491,1.0,83.2840722495895,True
0.61,3.278688524590164,1.0,83.27868852459017,True
0.611,3.2733224222585924,1.0,83.2733224222586,True
0.612,3.2679738562091503,1.0,83.26797385620915,True
0.613,3.2626427406199023,1.0,83.26264274061991,True
0.614,3.257328990228013,1.0,83.257328990228,True
0.615,3.252032520325203,1.0,83.2520325203252,True
0.616,3.2467532467532467,1.0,83.24675324675326,True
0.617,3.2414910858995136,1.0,83.24149108589951,True
0.618,3.236245954692557,1.0,83.23624595469255,True
0.619,3.2310177705977385,1.0,83.23101777059773,True
0.62,3.2258064516129035,1.0,83.22580645161291,True
0.621,3.2206119162640903,1.0,83.22061191626409,True
0.622,3.215434083601286,1.0,83.2154340836013,True
0.623,3.2102728731942216,1.0,83.21027287319421,True
0.624,3.2051282051282053,1.0,83.2051282051282,True
0.625,3.2,1.0,83.2,True
0.626,3.194888178913738,1.0,83.19488817891373,True
0.627,3.189792663476874,1.0,83.18979266347687,True
0.628,3.1847133757961785,1.0,83.18471337579618,True
0.629,3.179650238473768,1.0,83.17965023847377,True
0.63,3.1746031746031744,1.0,83.17460317460316,True
0.631,3.1695721077654517,1.0,83.16957210776546,True
0.632,3.1645569620253164,1.0,83.16455696202532,True
0.633,3.1595576619273302,1.0,83.15955766192734,True
0.634,3.1545741324921135,1.0,83.15457413249212,True
0.635,3.149606299212598,1.0,83.1496062992126,True
0.636,3.144654088050314,1.0,83.14465408805032,True
0.637,3.1397174254317113,1.0,83.13971742543171,True
0.638,3.134796238244514,1.0,83.1347962382445,True
0.639,3.1298904538341157,1.0,83.12989045383411,True
0.64,3.125,1.0,83.125,True
0.641,3.1201248049921997,1.0,83.1201248049922,True
0.642,3.115264797507788,1.0,83.11526479750779,True
0.643,3.1104199066874028,1.0,83.11041990668741,True
0.644,3.1055900621118013,1.0,83.1055900621118,True
0.645,3.1007751937984493,1.0,83.10077519379844,True
0.646,3.095975232198142,1.0,83.09597523219814,True
0.647,3.0911901081916535,1.0,83.09119010819165,True
0.648,3.0864197530864197,1.0,83.08641975308642,True
0.649,3.081664098613251,1.0,83.08166409861326,True
0.65,3.0769230769230766,1.0,83.07692307692307,True
0.651,3.0721966205837172,1.0,83.07219662058372,True
0.652,3.067484662576687,1.0,83.06748466257669,True
0.653,3.0627871362940273,1.0,83.06278713629403,True
0.654,3.058103975535168,1.0,83.05810397553516,True
0.655,3.0534351145038165,1.0,83.05343511450383,True
0.656,3.048780487804878,1.0,83.04878048780488,True
0.657,3.0441400304414,1.0,83.0441400304414,True
0.658,3.03951367781155,1.0,83.03951367781154,True
0.659,3.0349013657056143,1.0,83.03490136570562,True
0.66,3.0303030303030303,1.0,83.03030303030303,True
0.661,3.02571860816944,1.0,83.02571860816944,True
0.662,3.021148036253776,1.0,83.02114803625378,True
0.663,3.0165912518853695,1.0,83.01659125188536,True
0.664,3.012048192771084,1.0,83.01204819277108,True
0.665,3.007518796992481,1.0,83.00751879699247,True
0.666,3.003003003003003,1.0,83.003003003003,True
0.667,2.998500749625187,1.0,82.99850074962518,True
0.668,2.994011976047904,1.0,82.99401197604791,True
0.669,2.9895366218236172,1.0,82.98953662182362,True
0.67,2.9850746268656714,1.0,82.98507462686567,True
0.671,2.9806259314456036,1.0,82.9806259314456,True
0.672,2.976190476190476,1.0,82.97619047619047,True
0.673,2.9717682020802374,1.0,82.97176820208023,True
0.674,2.9673590504451037,1.0,82.9673590504451,True
0.675,2.962962962962963,1.0,82.96296296296296,True
0.676,2.9585798816568047,1.0,82.9585798816568,True
0.6769999999999999,2.9542097488921715,1.0,82.95420974889217,True
0.6779999999999999,2.9498525073746316,1.0,82.94985250737463,True
0.6789999999999999,2.9455081001472756,1.0,82.94550810014726,True
0.6799999999999999,2.9411764705882355,1.0,82.94117647058823,True
0.6809999999999999,2.9368575624082234,1.0,82.93685756240822,True
0.6819999999999999,2.932551319648094,1.0,82.93255131964808,True
0.6829999999999999,2.9282576866764276,1.0,82.92825768667643,True
0.6839999999999999,2.9239766081871346,1.0,82.92397660818713,True
0.6849999999999999,2.9197080291970807,1.0,82.91970802919708,True
0.6859999999999999,2.915451895043732,1.0,82.91545189504373,True
0.6869999999999999,2.9112081513828243,1.0,82.91120815138282,True
0.688,2.906976744186047,1.0,82.90697674418604,True
0.689,2.902757619738752,1.0,82.90275761973875,True
0.69,2.8985507246376816,1.0,82.89855072463767,True
0.691,2.8943560057887123,1.0,82.89435600578872,True
0.692,2.8901734104046244,1.0,82.89017341040463,True
0.693,2.886002886002886,1.0,82.88600288600288,True
0.694,2.8818443804034586,1.0,82.88184438040345,True
0.695,2.877697841726619,1.0,82.87769784172662,True
0.696,2.873563218390805,1.0,82.87356321839081,True
0.697,2.8694404591104736,1.0,82.86944045911046,True
0.698,2.865329512893983,1.0,82.865329512894,True
0.699,2.861230329041488,1.0,82.86123032904149,True
0.7,2.857142857142857,1.0,82.85714285714286,True
